INFO 2023-12-12 11:00:42,853 autoreload 16792 11528 Watching for file changes with StatReloader
INFO 2023-12-13 15:58:15,193 basehttp 26148 23244 "GET /static/admin/css/login.css HTTP/1.1" 304 0
INFO 2023-12-13 15:58:15,194 basehttp 26148 24944 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 0
INFO 2023-12-13 15:58:15,195 basehttp 26148 17908 "GET /static/admin/css/responsive.css HTTP/1.1" 304 0
INFO 2023-12-13 15:58:15,195 basehttp 26148 25384 "GET /static/admin/js/theme.js HTTP/1.1" 304 0
INFO 2023-12-13 15:58:15,196 basehttp 26148 7652 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
INFO 2023-12-13 15:59:25,272 autoreload 4596 12276 Watching for file changes with StatReloader
INFO 2023-12-13 15:59:28,017 basehttp 4596 23888 "GET /admin/login/?next=/admin/ HTTP/1.1" 200 4181
INFO 2023-12-13 15:59:32,645 basehttp 4596 23888 "POST /admin/login/?next=/admin/ HTTP/1.1" 302 0
INFO 2023-12-13 15:59:32,711 basehttp 4596 23888 "GET /admin/ HTTP/1.1" 200 5156
INFO 2023-12-13 15:59:33,197 basehttp 4596 23888 "GET /static/admin/css/dashboard.css HTTP/1.1" 200 441
INFO 2023-12-13 15:59:33,248 basehttp 4596 20284 "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 200 331
INFO 2023-12-13 15:59:33,265 basehttp 4596 13800 "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 200 380
INFO 2023-12-13 15:59:42,931 basehttp 4596 13800 "GET / HTTP/1.1" 200 1447
INFO 2023-12-13 15:59:42,976 basehttp 4596 13800 "GET /static/scripts/sakura.js HTTP/1.1" 304 0
INFO 2023-12-13 15:59:44,648 basehttp 4596 13800 "GET /admin/ HTTP/1.1" 200 5156
INFO 2023-12-13 15:59:48,941 basehttp 4596 13800 "GET /admin/password_change/ HTTP/1.1" 200 6477
INFO 2023-12-13 15:59:48,991 basehttp 4596 13800 "GET /static/admin/css/forms.css HTTP/1.1" 200 9047
INFO 2023-12-13 15:59:49,016 basehttp 4596 13800 "GET /static/admin/css/widgets.css HTTP/1.1" 200 11900
INFO 2023-12-13 15:59:51,114 basehttp 4596 13800 "GET /admin/ HTTP/1.1" 200 5156
INFO 2023-12-13 15:59:56,845 basehttp 4596 13800 "GET /admin/ HTTP/1.1" 200 5156
INFO 2023-12-13 15:59:57,930 basehttp 4596 13800 "GET /admin/ HTTP/1.1" 200 5156
INFO 2023-12-13 16:00:00,593 basehttp 4596 13800 "GET /admin/auth/group/ HTTP/1.1" 200 6977
INFO 2023-12-13 16:00:00,645 basehttp 4596 13800 "GET /static/admin/css/changelists.css HTTP/1.1" 200 6566
INFO 2023-12-13 16:00:00,658 basehttp 4596 10072 "GET /static/admin/js/jquery.init.js HTTP/1.1" 200 347
INFO 2023-12-13 16:00:00,663 basehttp 4596 10168 "GET /static/admin/js/core.js HTTP/1.1" 200 5682
INFO 2023-12-13 16:00:00,664 basehttp 4596 13800 "GET /static/admin/js/actions.js HTTP/1.1" 200 7872
INFO 2023-12-13 16:00:00,664 basehttp 4596 3880 "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 200 8943
INFO 2023-12-13 16:00:00,665 basehttp 4596 20284 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2023-12-13 16:00:00,673 basehttp 4596 10072 "GET /static/admin/js/urlify.js HTTP/1.1" 200 7887
INFO 2023-12-13 16:00:00,679 basehttp 4596 10168 "GET /static/admin/js/prepopulate.js HTTP/1.1" 200 1531
INFO 2023-12-13 16:00:00,680 basehttp 4596 23888 "GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 200 292458
INFO 2023-12-13 16:00:00,692 basehttp 4596 13800 "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 200 232381
INFO 2023-12-13 16:00:00,694 basehttp 4596 23888 "GET /static/admin/js/filters.js HTTP/1.1" 200 978
INFO 2023-12-13 16:00:00,740 basehttp 4596 23888 "GET /static/admin/img/search.svg HTTP/1.1" 200 458
INFO 2023-12-13 16:00:00,768 basehttp 4596 23888 "GET /static/admin/img/tooltag-add.svg HTTP/1.1" 200 331
INFO 2023-12-13 16:01:49,824 basehttp 4596 23888 "GET /admin/auth/group/ HTTP/1.1" 200 6977
INFO 2023-12-13 16:01:49,869 basehttp 4596 23888 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2023-12-13 16:01:53,550 basehttp 4596 23888 "GET /admin/auth/group/ HTTP/1.1" 200 6977
INFO 2023-12-13 16:01:53,589 basehttp 4596 23888 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
WARNING 2023-12-13 16:02:00,630 log 4596 22292 Not Found: /favicon.ico
WARNING 2023-12-13 16:02:00,633 basehttp 4596 22292 "GET /favicon.ico HTTP/1.1" 404 2685
WARNING 2023-12-13 16:02:01,224 log 4596 22292 Not Found: /favicon.ico
WARNING 2023-12-13 16:02:01,225 basehttp 4596 22292 "GET /favicon.ico HTTP/1.1" 404 2685
WARNING 2023-12-13 16:02:01,828 log 4596 22292 Not Found: /favicon.ico
WARNING 2023-12-13 16:02:01,829 basehttp 4596 22292 "GET /favicon.ico HTTP/1.1" 404 2685
WARNING 2023-12-13 16:02:02,440 log 4596 22292 Not Found: /favicon.ico
WARNING 2023-12-13 16:02:02,441 basehttp 4596 22292 "GET /favicon.ico HTTP/1.1" 404 2685
INFO 2023-12-13 16:02:02,571 basehttp 4596 23888 "GET /admin/ HTTP/1.1" 200 5156
INFO 2023-12-13 16:02:06,120 basehttp 4596 23888 "GET /admin/auth/ HTTP/1.1" 200 5176
INFO 2023-12-13 16:02:07,376 basehttp 4596 23888 "GET /admin/auth/ HTTP/1.1" 200 5176
INFO 2023-12-13 16:02:10,128 basehttp 4596 23888 "GET /admin/auth/group/add/ HTTP/1.1" 200 10752
INFO 2023-12-13 16:02:10,179 basehttp 4596 10072 "GET /static/admin/js/prepopulate_init.js HTTP/1.1" 200 586
INFO 2023-12-13 16:02:10,182 basehttp 4596 13800 "GET /static/admin/js/SelectBox.js HTTP/1.1" 200 4530
INFO 2023-12-13 16:02:10,186 basehttp 4596 10168 "GET /static/admin/js/SelectFilter2.js HTTP/1.1" 200 15292
INFO 2023-12-13 16:02:10,187 basehttp 4596 23888 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2023-12-13 16:02:10,197 basehttp 4596 23888 "GET /static/admin/js/change_form.js HTTP/1.1" 200 606
INFO 2023-12-13 16:02:10,282 basehttp 4596 23888 "GET /static/admin/img/icon-unknown.svg HTTP/1.1" 200 655
INFO 2023-12-13 16:02:10,284 basehttp 4596 13800 "GET /static/admin/img/selector-icons.svg HTTP/1.1" 200 3291
INFO 2023-12-13 16:02:10,285 basehttp 4596 10168 "GET /static/admin/img/icon-unknown-alt.svg HTTP/1.1" 200 655
INFO 2023-12-13 16:02:37,361 basehttp 4596 13800 "GET /admin/auth/ HTTP/1.1" 200 5176
INFO 2023-12-13 16:02:38,868 basehttp 4596 13800 "GET /admin/auth/group/ HTTP/1.1" 200 6977
INFO 2023-12-13 16:02:38,915 basehttp 4596 13800 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2023-12-13 16:03:49,642 basehttp 4596 18980 "GET /admin/auth/group/ HTTP/1.1" 302 0
INFO 2023-12-13 16:03:49,685 basehttp 4596 18980 "GET /admin/login/?next=/admin/auth/group/ HTTP/1.1" 200 4203
INFO 2023-12-13 16:03:49,728 basehttp 4596 2664 "GET /static/admin/css/dark_mode.css HTTP/1.1" 200 2929
INFO 2023-12-13 16:03:49,737 basehttp 4596 18980 "GET /static/admin/css/base.css HTTP/1.1" 200 21207
INFO 2023-12-13 16:03:49,737 basehttp 4596 11148 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 200 2694
INFO 2023-12-13 16:03:49,739 basehttp 4596 26616 "GET /static/admin/css/login.css HTTP/1.1" 200 958
INFO 2023-12-13 16:03:49,740 basehttp 4596 17896 "GET /static/admin/css/responsive.css HTTP/1.1" 200 18533
INFO 2023-12-13 16:03:49,741 basehttp 4596 2664 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 200 3063
INFO 2023-12-13 16:03:49,741 basehttp 4596 23540 "GET /static/admin/js/theme.js HTTP/1.1" 200 1943
INFO 2023-12-13 16:03:52,791 basehttp 4596 23540 "POST /admin/login/?next=/admin/auth/group/ HTTP/1.1" 302 0
INFO 2023-12-13 16:03:52,825 basehttp 4596 23540 "GET /admin/auth/group/ HTTP/1.1" 200 6977
INFO 2023-12-13 16:03:52,868 basehttp 4596 23540 "GET /static/admin/css/changelists.css HTTP/1.1" 200 6566
INFO 2023-12-13 16:03:52,868 basehttp 4596 26616 "GET /static/admin/js/jquery.init.js HTTP/1.1" 200 347
INFO 2023-12-13 16:03:52,869 basehttp 4596 18980 "GET /static/admin/js/core.js HTTP/1.1" 200 5682
INFO 2023-12-13 16:03:52,873 basehttp 4596 11148 "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 200 8943
INFO 2023-12-13 16:03:52,880 basehttp 4596 23540 "GET /static/admin/js/actions.js HTTP/1.1" 200 7872
INFO 2023-12-13 16:03:52,881 basehttp 4596 2664 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2023-12-13 16:03:52,889 basehttp 4596 26616 "GET /static/admin/js/urlify.js HTTP/1.1" 200 7887
INFO 2023-12-13 16:03:52,890 basehttp 4596 18980 "GET /static/admin/js/prepopulate.js HTTP/1.1" 200 1531
INFO 2023-12-13 16:03:52,897 basehttp 4596 11148 "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 200 232381
INFO 2023-12-13 16:03:52,900 basehttp 4596 17896 "GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 200 292458
INFO 2023-12-13 16:03:52,912 basehttp 4596 17896 "GET /static/admin/js/filters.js HTTP/1.1" 200 978
INFO 2023-12-13 16:03:52,913 basehttp 4596 11148 "GET /static/admin/img/search.svg HTTP/1.1" 200 458
INFO 2023-12-13 16:03:52,963 basehttp 4596 17896 "GET /static/admin/img/tooltag-add.svg HTTP/1.1" 200 331
INFO 2023-12-13 16:03:52,963 basehttp 4596 11148 "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 200 331
INFO 2023-12-13 16:03:55,842 basehttp 4596 17896 "GET /admin/auth/group/ HTTP/1.1" 200 6977
INFO 2023-12-13 16:03:55,887 basehttp 4596 17896 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2023-12-13 16:04:31,974 basehttp 4596 17896 "GET /admin/auth/group/?q=%E7%99%BD%E6%B4%81 HTTP/1.1" 200 7044
INFO 2023-12-13 16:04:32,013 basehttp 4596 17896 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2023-12-13 16:05:23,182 basehttp 4596 17896 "GET /admin/auth/group/?q=%E7%99%BD%E6%B4%81 HTTP/1.1" 200 7044
INFO 2023-12-13 16:05:23,225 basehttp 4596 17896 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2023-12-13 16:05:29,867 basehttp 4596 17896 "GET /admin/auth/group/?q=%E7%99%BD%E6%B4%81 HTTP/1.1" 200 7044
INFO 2023-12-13 16:05:29,904 basehttp 4596 17896 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
WARNING 2023-12-13 16:05:32,304 log 4596 15344 Not Found: /favicon.ico
WARNING 2023-12-13 16:05:32,305 basehttp 4596 15344 "GET /favicon.ico HTTP/1.1" 404 2685
INFO 2023-12-13 16:05:32,544 basehttp 4596 17896 "GET /admin/auth/group/ HTTP/1.1" 200 6977
INFO 2023-12-13 16:05:32,596 basehttp 4596 17896 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2023-12-13 16:05:34,103 basehttp 4596 17896 "GET /admin/auth/group/ HTTP/1.1" 200 6977
INFO 2023-12-13 16:05:34,143 basehttp 4596 17896 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2023-12-13 16:05:34,237 basehttp 4596 17896 "GET /admin/auth/group/ HTTP/1.1" 200 6977
INFO 2023-12-13 16:05:34,273 basehttp 4596 17896 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2023-12-13 16:05:34,409 basehttp 4596 17896 "GET /admin/auth/group/ HTTP/1.1" 200 6977
INFO 2023-12-13 16:05:34,447 basehttp 4596 17896 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
WARNING 2023-12-13 16:06:14,996 log 4596 1964 Not Found: /favicon.ico
WARNING 2023-12-13 16:06:14,998 basehttp 4596 1964 "GET /favicon.ico HTTP/1.1" 404 2685
INFO 2023-12-13 16:06:15,682 basehttp 4596 1812 "GET /admin/auth/group/ HTTP/1.1" 200 6977
INFO 2023-12-13 16:06:15,845 basehttp 4596 1812 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
WARNING 2023-12-13 16:06:16,168 log 4596 1812 Not Found: /favicon.ico
WARNING 2023-12-13 16:06:16,170 basehttp 4596 1812 "GET /favicon.ico HTTP/1.1" 404 2685
INFO 2023-12-13 16:06:25,458 basehttp 4596 1812 "GET / HTTP/1.1" 200 1447
INFO 2023-12-13 16:06:25,491 basehttp 4596 1812 "GET /static/css/my.css HTTP/1.1" 200 4772
INFO 2023-12-13 16:06:25,492 basehttp 4596 17820 "GET /static/image/%E5%A4%B4%E5%83%8F%E5%A5%B3%E5%AD%A9.png HTTP/1.1" 200 1545
INFO 2023-12-13 16:06:25,500 basehttp 4596 20696 "GET /static/scripts/printer.js HTTP/1.1" 200 1264
INFO 2023-12-13 16:06:25,501 basehttp 4596 7996 "GET /static/scripts/daohang_show.js HTTP/1.1" 200 528
INFO 2023-12-13 16:06:25,501 basehttp 4596 16292 "GET /static/scripts/sakura.js HTTP/1.1" 200 3489
INFO 2023-12-13 16:06:25,501 basehttp 4596 23456 "GET /static/image/%E7%88%B1%E5%BF%83.png HTTP/1.1" 200 745
INFO 2023-12-13 16:06:25,509 basehttp 4596 1812 "GET /static/image/%E6%97%A5%E5%BF%97.png HTTP/1.1" 200 643
INFO 2023-12-13 16:06:25,517 basehttp 4596 17820 "GET /static/image/%E5%BD%B1%E5%83%8F%E6%8B%8D%E6%91%84%E7%94%B3%E8%AF%B7.png HTTP/1.1" 200 656
INFO 2023-12-13 16:06:25,531 basehttp 4596 23456 "GET /static/image/%E6%92%AD%E6%94%BE%E5%99%A8.png HTTP/1.1" 200 484
INFO 2023-12-13 16:06:25,552 basehttp 4596 23456 "GET /static/image/1161108927.jpg HTTP/1.1" 200 293455
INFO 2023-12-13 16:06:25,599 basehttp 4596 17820 "GET /static/image/sakura.png HTTP/1.1" 200 8668
INFO 2023-12-13 16:06:25,682 basehttp 4596 23456 "GET /static/font/AaPrincessPeach-2.ttf HTTP/1.1" 200 3525560
INFO 2023-12-13 16:06:28,396 basehttp 4596 23456 "GET /timeline/ HTTP/1.1" 200 4620
INFO 2023-12-13 16:06:29,212 basehttp 4596 23456 "GET / HTTP/1.1" 200 1447
WARNING 2023-12-13 16:06:36,390 log 4596 1964 Not Found: /favicon.ico
WARNING 2023-12-13 16:06:36,391 basehttp 4596 1964 "GET /favicon.ico HTTP/1.1" 404 2685
WARNING 2023-12-13 16:06:36,977 log 4596 1964 Not Found: /favicon.ico
WARNING 2023-12-13 16:06:36,979 basehttp 4596 1964 "GET /favicon.ico HTTP/1.1" 404 2685
WARNING 2023-12-13 16:06:37,582 log 4596 1964 Not Found: /favicon.ico
WARNING 2023-12-13 16:06:37,587 basehttp 4596 1964 "GET /favicon.ico HTTP/1.1" 404 2685
WARNING 2023-12-13 16:06:38,177 log 4596 1964 Not Found: /favicon.ico
WARNING 2023-12-13 16:06:38,179 basehttp 4596 1964 "GET /favicon.ico HTTP/1.1" 404 2685
INFO 2023-12-13 16:06:38,292 basehttp 4596 23456 "GET /admin HTTP/1.1" 301 0
INFO 2023-12-13 16:06:38,332 basehttp 4596 17820 "GET /admin/ HTTP/1.1" 200 5156
INFO 2023-12-13 16:06:38,368 basehttp 4596 17820 "GET /static/admin/css/dashboard.css HTTP/1.1" 200 441
INFO 2023-12-13 16:06:38,390 basehttp 4596 17820 "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 200 380
INFO 2023-12-13 16:12:35,863 autoreload 4596 12276 D:\紫光云项目\lovezone\lovezone\apps\login\views.py changed, reloading.
INFO 2023-12-13 16:12:37,749 autoreload 22680 17660 Watching for file changes with StatReloader
INFO 2023-12-13 16:16:23,492 autoreload 22680 17660 D:\紫光云项目\lovezone\lovezone\apps\login\views.py changed, reloading.
INFO 2023-12-13 16:16:24,678 autoreload 17016 22476 Watching for file changes with StatReloader
INFO 2023-12-13 16:16:59,801 basehttp 17016 25024 "GET / HTTP/1.1" 200 1447
WARNING 2023-12-13 16:17:02,764 log 17016 6608 Not Found: /favicon.ico
WARNING 2023-12-13 16:17:02,769 basehttp 17016 6608 "GET /favicon.ico HTTP/1.1" 404 2685
WARNING 2023-12-13 16:17:03,343 log 17016 6608 Not Found: /favicon.ico
WARNING 2023-12-13 16:17:03,345 basehttp 17016 6608 "GET /favicon.ico HTTP/1.1" 404 2685
WARNING 2023-12-13 16:17:03,941 log 17016 6608 Not Found: /favicon.ico
WARNING 2023-12-13 16:17:03,942 basehttp 17016 6608 "GET /favicon.ico HTTP/1.1" 404 2685
INFO 2023-12-13 16:17:04,198 basehttp 17016 25024 "GET /login/ HTTP/1.1" 200 672
INFO 2023-12-13 16:17:04,504 basehttp 17016 25024 "GET /static/css/login.css HTTP/1.1" 200 1306
INFO 2023-12-13 16:17:04,529 basehttp 17016 25024 "GET /static/image/starnight.gif HTTP/1.1" 200 728334
WARNING 2023-12-13 16:17:12,065 log 17016 25024 Forbidden (CSRF token missing.): /login/
WARNING 2023-12-13 16:17:12,067 basehttp 17016 25024 "POST /login/ HTTP/1.1" 403 2506
ERROR 2023-12-13 16:17:54,669 log 17016 25024 Internal Server Error: /login/
Traceback (most recent call last):
  File "D:\紫光云项目\lovezone\venv\lib\site-packages\django\template\backends\jinja2.py", line 42, in get_template
    return Template(self.env.get_template(template_name), self)
  File "D:\紫光云项目\lovezone\venv\lib\site-packages\jinja2\environment.py", line 1010, in get_template
    return self._load_template(name, globals)
  File "D:\紫光云项目\lovezone\venv\lib\site-packages\jinja2\environment.py", line 969, in _load_template
    template = self.loader.load(self, name, self.make_globals(globals))
  File "D:\紫光云项目\lovezone\venv\lib\site-packages\jinja2\loaders.py", line 138, in load
    code = environment.compile(source, name, filename)
  File "D:\紫光云项目\lovezone\venv\lib\site-packages\jinja2\environment.py", line 768, in compile
    self.handle_exception(source=source_hint)
  File "D:\紫光云项目\lovezone\venv\lib\site-packages\jinja2\environment.py", line 936, in handle_exception
    raise rewrite_traceback_stack(source=source)
  File "D:\紫光云项目\lovezone\lovezone\templates\login.html", line 12, in template
    {% csrf_token %}
jinja2.exceptions.TemplateSyntaxError: Encountered unknown tag 'csrf_token'.

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "D:\紫光云项目\lovezone\venv\lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "D:\紫光云项目\lovezone\venv\lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "D:\紫光云项目\lovezone\venv\lib\site-packages\django\views\generic\base.py", line 104, in view
    return self.dispatch(request, *args, **kwargs)
  File "D:\紫光云项目\lovezone\venv\lib\site-packages\django\views\generic\base.py", line 143, in dispatch
    return handler(request, *args, **kwargs)
  File "D:\紫光云项目\lovezone\lovezone\apps\login\views.py", line 8, in get
    return render(request, 'login.html')
  File "D:\紫光云项目\lovezone\venv\lib\site-packages\django\shortcuts.py", line 24, in render
    content = loader.render_to_string(template_name, context, request, using=using)
  File "D:\紫光云项目\lovezone\venv\lib\site-packages\django\template\loader.py", line 61, in render_to_string
    template = get_template(template_name, using=using)
  File "D:\紫光云项目\lovezone\venv\lib\site-packages\django\template\loader.py", line 15, in get_template
    return engine.get_template(template_name)
  File "D:\紫光云项目\lovezone\venv\lib\site-packages\django\template\backends\jinja2.py", line 48, in get_template
    raise new from exc
django.template.exceptions.TemplateSyntaxError: ("Encountered unknown tag 'csrf_token'.",)
ERROR 2023-12-13 16:17:54,684 basehttp 17016 25024 "GET /login/ HTTP/1.1" 500 132570
INFO 2023-12-13 16:17:57,926 basehttp 17016 25024 "GET / HTTP/1.1" 200 1447
WARNING 2023-12-13 16:18:02,225 log 17016 6608 Not Found: /favicon.ico
WARNING 2023-12-13 16:18:02,227 basehttp 17016 6608 "GET /favicon.ico HTTP/1.1" 404 2685
WARNING 2023-12-13 16:18:02,839 log 17016 6608 Not Found: /favicon.ico
WARNING 2023-12-13 16:18:02,840 basehttp 17016 6608 "GET /favicon.ico HTTP/1.1" 404 2685
WARNING 2023-12-13 16:18:03,458 log 17016 6608 Not Found: /favicon.ico
WARNING 2023-12-13 16:18:03,459 basehttp 17016 6608 "GET /favicon.ico HTTP/1.1" 404 2685
WARNING 2023-12-13 16:18:04,057 log 17016 6608 Not Found: /favicon.ico
WARNING 2023-12-13 16:18:04,059 basehttp 17016 6608 "GET /favicon.ico HTTP/1.1" 404 2685
ERROR 2023-12-13 16:18:04,403 log 17016 25024 Internal Server Error: /login/
Traceback (most recent call last):
  File "D:\紫光云项目\lovezone\venv\lib\site-packages\django\template\backends\jinja2.py", line 42, in get_template
    return Template(self.env.get_template(template_name), self)
  File "D:\紫光云项目\lovezone\venv\lib\site-packages\jinja2\environment.py", line 1010, in get_template
    return self._load_template(name, globals)
  File "D:\紫光云项目\lovezone\venv\lib\site-packages\jinja2\environment.py", line 969, in _load_template
    template = self.loader.load(self, name, self.make_globals(globals))
  File "D:\紫光云项目\lovezone\venv\lib\site-packages\jinja2\loaders.py", line 138, in load
    code = environment.compile(source, name, filename)
  File "D:\紫光云项目\lovezone\venv\lib\site-packages\jinja2\environment.py", line 768, in compile
    self.handle_exception(source=source_hint)
  File "D:\紫光云项目\lovezone\venv\lib\site-packages\jinja2\environment.py", line 936, in handle_exception
    raise rewrite_traceback_stack(source=source)
  File "D:\紫光云项目\lovezone\lovezone\templates\login.html", line 12, in template
    {% csrf_token %}
jinja2.exceptions.TemplateSyntaxError: Encountered unknown tag 'csrf_token'.

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "D:\紫光云项目\lovezone\venv\lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "D:\紫光云项目\lovezone\venv\lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "D:\紫光云项目\lovezone\venv\lib\site-packages\django\views\generic\base.py", line 104, in view
    return self.dispatch(request, *args, **kwargs)
  File "D:\紫光云项目\lovezone\venv\lib\site-packages\django\views\generic\base.py", line 143, in dispatch
    return handler(request, *args, **kwargs)
  File "D:\紫光云项目\lovezone\lovezone\apps\login\views.py", line 8, in get
    return render(request, 'login.html')
  File "D:\紫光云项目\lovezone\venv\lib\site-packages\django\shortcuts.py", line 24, in render
    content = loader.render_to_string(template_name, context, request, using=using)
  File "D:\紫光云项目\lovezone\venv\lib\site-packages\django\template\loader.py", line 61, in render_to_string
    template = get_template(template_name, using=using)
  File "D:\紫光云项目\lovezone\venv\lib\site-packages\django\template\loader.py", line 15, in get_template
    return engine.get_template(template_name)
  File "D:\紫光云项目\lovezone\venv\lib\site-packages\django\template\backends\jinja2.py", line 48, in get_template
    raise new from exc
django.template.exceptions.TemplateSyntaxError: ("Encountered unknown tag 'csrf_token'.",)
ERROR 2023-12-13 16:18:04,440 basehttp 17016 25024 "GET /login/ HTTP/1.1" 500 132433
INFO 2023-12-13 16:20:34,959 basehttp 17016 25024 "GET /login/ HTTP/1.1" 200 806
INFO 2023-12-13 16:20:35,828 basehttp 17016 25024 "GET /login/ HTTP/1.1" 200 806
INFO 2023-12-13 16:20:36,014 basehttp 17016 25024 "GET /login/ HTTP/1.1" 200 806
WARNING 2023-12-13 16:20:39,071 log 17016 25024 Forbidden (CSRF token missing.): /login/
WARNING 2023-12-13 16:20:39,073 basehttp 17016 25024 "POST /login/ HTTP/1.1" 403 2506
WARNING 2023-12-13 16:22:29,971 log 17016 25024 Forbidden (CSRF token missing.): /login/
WARNING 2023-12-13 16:22:29,972 basehttp 17016 25024 "POST /login/ HTTP/1.1" 403 2506
WARNING 2023-12-13 16:22:32,675 log 17016 25024 Forbidden (CSRF token missing.): /login/
WARNING 2023-12-13 16:22:32,678 basehttp 17016 25024 "POST /login/ HTTP/1.1" 403 2506
INFO 2023-12-13 16:22:35,030 basehttp 17016 25024 "GET /login/ HTTP/1.1" 200 810
INFO 2023-12-13 16:22:35,597 basehttp 17016 25024 "GET /login/ HTTP/1.1" 200 810
ERROR 2023-12-13 16:22:38,685 log 17016 25024 Internal Server Error: /login/
Traceback (most recent call last):
  File "D:\紫光云项目\lovezone\venv\lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
